43000000014|ADAM|900
43000000014|A|700
43000000014|AGNPRA|200
43000000014|BC|-1600
43000000014|AACB|-900
43000000014|ALC|1200
43000000014|VNBCPRA|-1400
43000000014|CAT|-900
43000000014|VMTIPRC|-400
43000000014|WFHCPRB|500
43000000015|TRFXPRB|3100
43000000015|WCAPPRB|1100
43000000015|CPK|-700
43000000015|VOLPRA|900
43000000015|AMZN|-100
43000000015|EPAXPRD|-900
43000000015|AM|-2200
43000000015|IASIA|-2100
43000000015|WTRSPRA|-1000
43000000015|SBP|3300
43000000016|ACEC|500
43000000016|TWR|300
43000000016|AVGE|200
43000000016|SEMI|3400
43000000016|AICX|500
43000000016|ATKPRB|800
43000000016|AMTC|-1600
43000000017|SBP|-400
43000000017|PLB|2600
43000000017|TRVSPRB|300
43000000017|BPURPRB|-2300
43000000017|AGIL|-1900
43000000017|ANDR|300
43000000018|ALDNPRA|-2200
43000000018|APCC|3700
43000000021|TSTNPRA|-2900
43000000021|BRK|2300
43000000021|AVCI|7300
43000000021|AWRE|-4300
43000000021|ALDNPRB|4300
43000000021|SUPG|-1100
43000000021|AKSY|400
43000000021|AFBK|-400
43000000021|ACPW|-4100
43000000021|ACAI|-4700
43000000021|ARWM|-1900
43000000022|ACTR|-3100
43000000022|ALDNPRA|-2400
43000000022|BCPRA|1700
43000000022|ASHW|-4300
43000000022|ADPT|3800
43000000022|COMS|-3800
43000000022|TSTNPRB|500
43000000022|TMICPRA|1500
43000000023|AAUK|700
43000000023|BZ|300
43000000023|APHPRA|-3900
43000000023|AIV|-2600
43000000023|AXSI|-2800
43000000023|CTAC|-2600
43000000023|AIT|-2400
43000000023|WFHCPRA|600
43000000023|VERSPRB|1500
43000000023|BYBI|-1000
43000000023|AMSWA|-2100
43000000023|AFC|-600
43000000023|BEERF|-300
43000000023|ANLT|-2100
43000000023|MTN|4000
43000000023|APAT|2300
43000000024|ASCLPRB|-4200
43000000024|TRFXPRA|8000
43000000024|CPN|2000
43000000024|ALVR|-5100
43000000025|AMLJ|3900
43000000025|ALOTPRB|-4000
43000000025|CPST|3000
43000000025|ADVP|-200
43000000025|RKY|-1400
43000000025|THDO|3900
43000000025|BONT|2200
43000000025|ADMPRA|-2300
43000000031|AMHPRB|-3100
43000000031|ADLT|4800
43000000031|BCPRB|-1200
43000000031|ATK|4000
43000000031|ANDW|7700
43000000031|AKLM|1900
43000000032|ZMX|3400
43000000032|CWCO|3100
43000000032|BPURPRA|-2700
43000000032|AMLN|8300
43000000032|AWRE|3200
43000000032|TRYPRA|-4200
43000000032|ANDWPRA|-3000
43000000032|FLWS|-3700
43000000032|TRCMPRC|4100
43000000032|ARQLPRB|2700
43000000032|AMPB|5700
43000000041|ARQLPRA|600
43000000041|TNZR|6000
43000000041|AMIE|2300
43000000041|BLDP|-1200
43000000041|BPURPRB|-1600
43000000041|ARTI|100
43000000041|ALXN|-800
43000000041|AERTA|700
43000000041|CMSE|1800
43000000041|AVTR|100
43000000041|BLPG|200
43000000041|ACLS|800
43000000042|BBUCPRA|3500
43000000042|APHPRA|1400
43000000042|WCAP|800
43000000042|WNNBPRA|100
43000000042|ANDR|-700
43000000042|ZMXPRA|800
43000000042|AVGO|-5600
43000000042|COG|-400
43000000042|AWA|-1000
43000000042|BANC|-3300
43000000042|AA|700
43000000042|AUTN|-2000
43000000042|TRVSPRB|-100
43000000043|UPK|-1300
43000000043|BPNT|-3600
43000000043|ZMX|1400
43000000043|ARTI|-700
43000000043|AMAT|2300
43000000044|BSI|1900
43000000044|THDO|-1000
43000000044|AOLA|-300
43000000044|ALDNPRA|-100
43000000044|ALLE|-300
43000000044|SAN|1200
43000000044|CALC|2600
43000000044|WXH|2600
43000000044|ADMPRD|-600
43000000044|NLY|1200
43000000044|MTN|2200
43000000044|ADPRD|2900
43000000051|TKTXPRA|-1300
43000000051|WFHCPRC|-600
43000000051|TNZRPRA|-1700
43000000051|ABTL|-100
43000000051|AGI|100
43000000051|VOL|2500
43000000051|AGNPRC|3200
43000000051|ANTV|-300
43000000051|BKH|400
43000000051|ALLE|400
43000000051|ACP|-1100
43000000051|APAT|-300
43000000051|ANDR|1200
43000000051|VMTIPRB|-1400
43000000051|TDSC|1100
43000000051|CTAC|2300
43000000051|BFA|-800
43000000052|BA|-1400
43000000052|WTRSPRA|2900
43000000052|AYE|800
43000000052|BEERF|-1200
43000000052|ADAMPRB|1000
43000000052|TMICPRA|-1000
43000000052|ANDR|-700
43000000052|ALKS|-700
43000000052|CPN|-700
43000000052|AEHRPRA|3200
43000000052|ADCT|1500
43000000052|ALAB|1000
43000000052|VMTIPRB|-1300
43000000052|TKTXPRA|100
43000000052|NLY|700
43000000052|AMHPRD|-1300
43000000052|VVUSPRA|900
43000000053|ASFT|-1400
43000000053|ACRT|-1100
43000000053|BSB|1300
43000000053|AMG|-2700
43000000053|TRCM|-1000
43000000053|AM|-300
43000000053|AIF|2200
43000000053|BKS|1500
43000000053|BANR|200
43000000053|AMHC|3200
43000000054|BHI|-1400
43000000054|SHLM|-2200
43000000054|EPAXPRA|600
43000000054|ACAM|-1800
43000000054|BBDA|2100
43000000054|RNT|-2800
43000000054|ASCX|4300
43000000055|ZAPS|200
43000000055|ADI|-100
43000000055|BAMM|-4200
43000000055|ANLT|3100
43000000055|ALKS|-900
43000000055|CPST|1500
43000000055|AXR|1200
43000000055|VRCPRA|-900
43000000055|ATMI|300
43000000055|ALFA|1000
43000000055|ADSC|1600
43000000055|AAME|-100
43000000055|BBOXPRB|-1000
43000000055|EPAXPRA|2300
43000000056|AVZ|200
43000000056|AICXPRA|4800
43000000056|SHLMPRA|2800
43000000057|APPS|1200
43000000057|SYMBA|3800
43000000057|BCPRA|600
43000000058|IASIA|1700
43000000058|CPST|1800
43000000058|ASCL|200
43000000058|TRACPRA|-1400
43000000058|BLX|-900
43000000058|ADP|1700
43000000058|AVEA|3000
43000000058|BWINA|500
43000000058|VTSSPRA|1300
